offre_id,offre_found,n_candidat_skills,n_offre_skills,n_acquises,n_manquantes,n_essentielles_manquantes,taux_match_neo4j,competences_acquises,competences_manquantes,titre_poste
OFFRE_002728_cf4a2d9c1c44,True,6,4,0,4,4,0.0,[],"['gestion environnementale (management environnemental)', 'systèmes de management de la qualité dans la production pharmaceutique', 'gérer un système de management environnemental', 'SAS Data Management']",PROCUREMENT OFFICER
OFFRE_002729_7bb54a79388b,True,6,6,0,6,6,0.0,[],"['coordonner la vente de gibier', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'organiser des événements d’échantillonnage sur des points de vente au détail', 'motiver le personnel pour atteindre les objectifs de vente']",STAGE PRE-EMPLOI Ventes et Community Management
OFFRE_002730_65352cb6db14,True,6,2,0,2,2,0.0,[],"['finance durable', 'donner des conseils en finance']",WAREHOUSE OFFICER
OFFRE_002731_a87e2c9b0ba5,True,6,6,0,6,6,0.0,[],"['tenir à jour des bases de données logistiques', 'gérer la logistique de produits finis', 'gérer la logistique électronique de matériel de sonorisation', 'gérer la logistique multi-modale', 'logistique verte', 'gérer les systèmes de tarification de la logistique']",Logistics Officer
OFFRE_002732_618fbe8561d1,True,6,6,0,6,6,0.0,[],"[""histoire de l'informatique"", 'matériel informatique', 'supprimer un virus informatique ou un logiciel malveillant d’un ordinateur', 'linguistique informatique', 'conseiller des clients sur des types de matériel informatique', 'avoir des connaissances en informatique']",02 EXPERT.E.S IT
OFFRE_002733_7b20c45feb24,True,6,6,0,6,6,0.0,[],"[""histoire de l'informatique"", 'matériel informatique', 'supprimer un virus informatique ou un logiciel malveillant d’un ordinateur', 'linguistique informatique', 'conseiller des clients sur des types de matériel informatique', 'avoir des connaissances en informatique']",Analyste Programmeur
OFFRE_002734_9acfdbfc5d72,True,6,2,0,2,2,0.0,[],"['évaluer l’ergonomie d’un lieu de travail', 'gestion des ressources humaines']",Formateur en Gestion des Ressources Humaines (Paie et RH)
OFFRE_002735_80272218a447,True,6,5,0,5,5,0.0,[],"['procédures des services de comptabilité', 'règles de comptabilité', 'utiliser des systèmes de comptabilité', 'assurer des activités de comptabilité analytique', 'comptabilité']",Comptable –Caissier à Yaoundé
OFFRE_002736_59a756c0fae6,True,6,0,0,0,0,0.0,[],[],Assistance de Direction
OFFRE_002737_28512fa33ee0,True,6,6,0,6,6,0.0,[],"['règles de comptabilité', 'gérer l’administration des prêts', 'gérer l’administration du personnel', 'assurer la liaison avec les membres du conseil d’administration', ""s'occuper de l'administration"", 'comptabilité']",Un Responsable Administratif et Financier (H/F)
OFFRE_002738_c8fdca523f1f,True,6,1,0,1,1,0.0,[],['offres d’emploi'],CHAUFFEUR
OFFRE_002739_f1d8b6749584,True,6,6,0,6,6,0.0,[],"['faire du commerce de bijoux', 'banque d’investissement', 'utiliser des langues étrangères pour le commerce international', 'donner des conseils en finance', 'droit du commerce', 'systèmes de commerce électronique']",03 GESTIONNAIRES de COMPTES PME Petites et Moyennes Entreprises
OFFRE_002740_ece86534b47b,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', 'gestion des pelouses', 'mettre en œuvre des systèmes de gestion de la qualité', ""superviser la gestion d'animaux"", 'surveiller la gestion d’une marque', 'gérer les aspects de la gestion de l’espace aérien']",12 CHEFS(FES) D’AGENCE
OFFRE_002741_64bc92622b3c,True,6,6,0,6,6,0.0,[],"['faire du commerce de bijoux', 'banque d’investissement', 'utiliser des langues étrangères pour le commerce international', 'donner des conseils en finance', 'droit du commerce', 'systèmes de commerce électronique']",14 GESTIONNAIRES de COMPTES - Clientèle des Particuliers et des Professionnels
OFFRE_002742_862ca11394cc,True,6,6,0,6,6,0.0,[],"['planifier l’espace commercial', 'vendre du bois transformé dans un environnement commercial', 'politiques du secteur commercial', ""déterminer le potentiel commercial de produits d'occasion"", 'glossaire de l’habillement commercial', 'droit commercial']",SALES EXECUTIVE YAOUNDE (H/F)
OFFRE_002743_0e1e8fc789ab,True,6,6,0,6,6,0.0,[],"['utiliser un système de communication complexe', 'entretenir des systèmes de communication interne', 'planifier des campagnes de marketing sur les médias sociaux', 'utiliser des dispositifs de communication', 'communication électronique', 'formuler des observations sur le style de communication des patients']",Téléconseiller
OFFRE_002744_ca1a37b2ee56,True,6,6,0,6,6,0.0,[],"['planifier l’espace commercial', 'vendre du bois transformé dans un environnement commercial', 'politiques du secteur commercial', ""déterminer le potentiel commercial de produits d'occasion"", 'glossaire de l’habillement commercial', 'droit commercial']",CHEF D’ÉQUIPE COMMERCIALE DOUALA / YAOUNDE (H/F)
OFFRE_002745_28850df1f90c,True,6,6,0,6,6,0.0,[],"[""coordonner l'administration d'une organisation sportive"", 'gérer l’administration des prêts', 'gérer l’administration d’un établissement d’enseignement', 'gérer l’administration du personnel', 'assurer la liaison avec les membres du conseil d’administration', ""s'occuper de l'administration""]",03 Responsables de Bureau Régional
OFFRE_002746_941ba23459d1,True,6,5,0,5,5,0.0,[],"['procédures des services de comptabilité', 'règles de comptabilité', 'utiliser des systèmes de comptabilité', 'assurer des activités de comptabilité analytique', 'comptabilité']",COLLECTRICES
OFFRE_002747_d6d9ba9ec6f0,True,6,6,0,6,6,0.0,[],"['procédures des services de comptabilité', 'règles de comptabilité', 'donner des conseils en finance', 'utiliser des systèmes de comptabilité', 'assurer des activités de comptabilité analytique', 'comptabilité']",CABINETS D’AUDIT ET D’EXPERTISE COMPTABLE
OFFRE_002748_39d39d949e04,True,6,6,0,6,6,0.0,[],"['assurer la conformité à la réglementation sur les soins de santé', 'garantir la santé et la sécurité dans une opération de fabrication', 'aider les utilisateurs de soins de santé à être autonomes', 'système de santé', 'services de santé psychologique', 'évaluer les services de santé au sein d’une communauté']",COORDINATEUR(TRICE) MÉDICAL(E) SUPPORT
OFFRE_002749_314715c2b11c,True,6,6,0,6,6,0.0,[],"['assurer la conformité à la réglementation sur les soins de santé', 'garantir la santé et la sécurité dans une opération de fabrication', 'aider les utilisateurs de soins de santé à être autonomes', 'système de santé', 'services de santé psychologique', 'évaluer les services de santé au sein d’une communauté']",RESPONSABLE DES ACTIVITÉS ÉPIDÉMIOLOGIQUES
OFFRE_002750_08a66a5cfef7,True,6,6,0,6,6,0.0,[],"[""histoire de l'informatique"", 'matériel informatique', 'supprimer un virus informatique ou un logiciel malveillant d’un ordinateur', 'linguistique informatique', 'conseiller des clients sur des types de matériel informatique', 'avoir des connaissances en informatique']",Attaché(e) Commerciale et Marketing
OFFRE_002751_488ef05d80eb,True,6,6,0,6,6,0.0,[],"['coordonner la vente de gibier', 'prendre contact avec des vendeurs', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'motiver le personnel pour atteindre les objectifs de vente']",Vendeurs / Vendeuses
OFFRE_002752_8da8531f4da3,True,6,6,0,6,6,0.0,[],"['procédures d’assurance qualité', ""exécuter des exercices d'assurance de la sécurité"", 'se mettre en relation avec des responsables de l’assurance qualité', ""principes de l'assurance"", 'vendre des produits d’assurance', 'analyser le risque d’assurance']",CHEF D'UNITE EN ASSURANCES VIE
OFFRE_002753_baa0702a3985,True,6,2,0,2,2,0.0,[],"['finance durable', 'donner des conseils en finance']",02 Gestionnaires de portefeuille
OFFRE_002754_a3f402c5ec95,True,6,6,0,6,6,0.0,[],"['utiliser un système de communication complexe', 'entretenir des systèmes de communication interne', 'planifier des campagnes de marketing sur les médias sociaux', 'utiliser des dispositifs de communication', 'communication électronique', 'formuler des observations sur le style de communication des patients']",Responsable Marketing
OFFRE_002755_b9f767cc9d71,True,6,6,0,6,6,0.0,[],"['coordonner la vente de gibier', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'organiser des événements d’échantillonnage sur des points de vente au détail', 'motiver le personnel pour atteindre les objectifs de vente']",Commercial(e)
OFFRE_002756_a1f54788eec4,True,6,0,0,0,0,0.0,[],[],ASSISTANT.E ADMINISTRATEUR RH – STAGE
OFFRE_002757_759c12b54478,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', 'gestion des pelouses', 'mettre en œuvre des systèmes de gestion de la qualité', 'utiliser des dispositifs de communication', ""superviser la gestion d'animaux"", 'surveiller la gestion d’une marque']",RESPONSABLE MARKETING
OFFRE_002758_1661f0451269,True,6,3,0,3,3,0.0,[],"['communication', 'journalisme numérique', 'journalisme']",CHARGÉ de la COMMUNICATION
OFFRE_002759_11d56116a4d1,True,6,6,0,6,6,0.0,[],"['détecter les questions émergentes dans le domaine humanitaire', 'gérer des programmes d’action humanitaire', 'apporter un soutien humanitaire aux économies locales', 'acteurs de l’aide humanitaire', 'gérer une aide humanitaire', 'donner des conseils en matière d’aide humanitaire']",AVIS DE RECRUTEMENT DE 117 ENQUETEURS POUR UNE ENQUETE POST-CAMPAGNE DANS LES DIX REGIONS DU CAMEROUN
OFFRE_002760_a54bf4ebbe94,True,6,6,0,6,6,0.0,[],"['mettre en œuvre des stratégies de marketing', 'coordonner la vente de gibier', 'planifier des campagnes de marketing sur les médias sociaux', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente']",COMMERCIAL B2B
OFFRE_002761_1d9c7b1ce0dd,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', 'gestion des pelouses', 'mettre en œuvre des systèmes de gestion de la qualité', ""superviser la gestion d'animaux"", 'surveiller la gestion d’une marque', 'vendre des produits d’assurance']",RESPONSABLE MARKETING
OFFRE_002762_1abf908bef3e,True,6,6,0,6,6,0.0,[],"[""histoire de l'informatique"", 'matériel informatique', 'supprimer un virus informatique ou un logiciel malveillant d’un ordinateur', 'linguistique informatique', 'conseiller des clients sur des types de matériel informatique', 'avoir des connaissances en informatique']",Développeur Informaticien
OFFRE_002763_a1c452540c89,True,6,0,0,0,0,0.0,[],[],RESPONSABLE du CAPITAL HUMAIN
OFFRE_002764_7c714532140d,True,6,5,0,5,5,0.0,[],"['procédures des services de comptabilité', 'règles de comptabilité', 'utiliser des systèmes de comptabilité', 'assurer des activités de comptabilité analytique', 'comptabilité']",CONTRÔLEUR de Risque et Conformité
OFFRE_002765_ed7b15ae3f6a,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', 'gestion des pelouses', 'mettre en œuvre des systèmes de gestion de la qualité', ""superviser la gestion d'animaux"", 'surveiller la gestion d’une marque', 'comptabilité']",RESPONSABLE DU CRÉDIT
OFFRE_002766_7fbb7dd4e1ad,True,6,0,0,0,0,0.0,[],[],SECRÉTAIRE DE DIRECTION
OFFRE_002767_bb2d6b3db2c5,True,6,0,0,0,0,0.0,[],[],Assistante administrative
OFFRE_002768_f84364a3c2a9,True,6,6,0,6,6,0.0,[],"['utiliser un système de communication complexe', 'entretenir des systèmes de communication interne', 'utiliser des dispositifs de communication', 'réaliser des activités de service après-vente', 'communication électronique', 'formuler des observations sur le style de communication des patients']",Responsable Marketing Digital - Communication - Vente
OFFRE_002769_415514fa59db,True,6,6,0,6,6,0.0,[],"['gérer les imprévus relatifs à l’hôtellerie', 'coordonner les activités de la division d’hébergement en hôtellerie', 'systèmes de management de la qualité dans la production pharmaceutique', 'gérer un système de management environnemental', 'enseigner les principes de l’hôtellerie et de la restauration', 'SAS Data Management']",DIRECTEUR D'HOTEL
OFFRE_002770_da631ac63b75,True,6,6,0,6,6,0.0,[],"['architecture paysagère', 'architecture historique', 'génie civil', 'réglementation sur l’architecture', 'dessiner des croquis d’architecture', ""cadres d'architecture TIC""]","APPEL D’OFFRE pour cabinet architecte – ingénieur de génie civil du bâtiment : expérimenté, autonome et disponible immédiatement."
OFFRE_002771_ea3b616a6ab0,True,6,6,0,6,6,0.0,[],"['utiliser un système de communication complexe', 'entretenir des systèmes de communication interne', 'planifier des campagnes de marketing sur les médias sociaux', 'utiliser des dispositifs de communication', 'communication électronique', 'formuler des observations sur le style de communication des patients']",RECRUTEMENT DES TELEVENDEURS
OFFRE_002772_978b1311da5a,True,6,6,0,6,6,0.0,[],"['mise en œuvre de la politique gouvernementale', ""histoire de l'informatique"", 'matériel informatique', 'évaluer la mise en œuvre des procédures de sécurité', ""assurer la mise en œuvre des mesures d'atténuation de l'affaissement"", ""gérer la mise en œuvre d'une politique gouvernementale""]",Formateur en IPv6 - Mise en Œuvre
OFFRE_002773_c50e7ac6bbf9,True,6,6,0,6,6,0.0,[],"['coordonner la vente de gibier', 'réaliser des activités de service après-vente', 'vente de produits médicaux', 'procédures des services de vente', 'organiser des événements d’échantillonnage sur des points de vente au détail', 'motiver le personnel pour atteindre les objectifs de vente']",PROMOTER
OFFRE_002774_f4c0600b7d69,True,6,6,0,6,6,0.0,[],"['procédures des services de comptabilité', 'règles de comptabilité', 'donner des conseils en finance', 'utiliser des systèmes de comptabilité', 'assurer des activités de comptabilité analytique', 'comptabilité']",02 ACCOUNTS CLERKS
OFFRE_002775_dcc2fa0f13a6,True,6,0,0,0,0,0.0,[],[],CANDIDATURES SPONTANÉES
OFFRE_002776_f3abe3a61913,True,6,6,1,5,5,0.16666666666666666,['respecter le planning de travail dans les transports'],"['principes de gestion de projet', 'gestion des pelouses', 'mettre en œuvre des systèmes de gestion de la qualité', ""superviser la gestion d'animaux"", 'surveiller la gestion d’une marque']","PLANNING, MONITORING AND EVALUATION SPECIALIST"
OFFRE_002777_bf54c78f148c,True,6,6,0,6,6,0.0,[],"['gérer l’administration d’un établissement d’enseignement', 'enseignement technologique', 'assurer la liaison avec des établissements d’enseignement', 'fournir des informations sur le financement de l’enseignement', 'gérer un département d’enseignement secondaire', ""travailler dans un établissement d'enseignement professionnel""]",ENSEIGNANTS Vacataires
OFFRE_002778_b0172b232d35,True,6,4,0,4,4,0.0,[],"['exploiter des drones dans le domaine du génie civil', 'génie civil', ""engins d'exploitation minière, de construction et de génie civil"", 'examiner des ouvrages de génie civil']",SPÉCIALISTE DES PROGRAMMES
OFFRE_002779_6346b7638613,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', 'gestion des pelouses', 'mettre en œuvre des systèmes de gestion de la qualité', ""superviser la gestion d'animaux"", 'surveiller la gestion d’une marque', 'gérer les aspects de la gestion de l’espace aérien']",GESTIONNAIRE de Flotte Automobile
OFFRE_002780_65e0283d33f2,True,6,6,0,6,6,0.0,[],"['assurer la conformité à la réglementation sur les soins de santé', 'garantir la santé et la sécurité dans une opération de fabrication', 'aider les utilisateurs de soins de santé à être autonomes', 'système de santé', 'services de santé psychologique', 'évaluer les services de santé au sein d’une communauté']","CONSULTANT, formative Market Study"
OFFRE_002781_ddaa7ebb9c9f,True,6,6,0,6,6,0.0,[],"['commerce international', 'faire du commerce de bijoux', 'respecter un code de conduite pour le commerce de bois', 'utiliser des langues étrangères pour le commerce international', 'droit du commerce', 'systèmes de commerce électronique']",RESPONSABLE COMMERCIAL CHEF DE ZONE
OFFRE_002782_5e2dd3706057,True,6,6,0,6,6,0.0,[],"['gérer la logistique électronique de matériel de sonorisation', 'gérer la logistique multi-modale', 'gérer l’administration des prêts', 'gérer l’administration du personnel', 'gérer les systèmes de tarification de la logistique', ""s'occuper de l'administration""]",Gestionnaire de Flotte Automobile
OFFRE_002783_a11694ba92d6,True,6,6,0,6,6,0.0,[],"['hygiène et sécurité dans l’industrie textile', 'industrie de la musique et de la vidéo', 'industrie de l’aquaculture', ""industrie de l'habillement"", 'se tenir informé des tendances dans l’industrie du design', 'industrie cosmétique']",RECRUTEMENT PRESSING
OFFRE_002784_5d58c47525f3,True,6,6,0,6,6,0.0,[],"['procédures d’assurance qualité', ""exécuter des exercices d'assurance de la sécurité"", 'se mettre en relation avec des responsables de l’assurance qualité', ""principes de l'assurance"", 'vendre des produits d’assurance', 'analyser le risque d’assurance']",Téléconseiller (e)
OFFRE_002785_3a4dc3d85ddd,True,6,6,0,6,6,0.0,[],"['commerce international', 'faire du commerce de bijoux', 'respecter un code de conduite pour le commerce de bois', 'utiliser des langues étrangères pour le commerce international', 'droit du commerce', 'systèmes de commerce électronique']",Caissière en poissonnerie
OFFRE_002786_145f19c5b96a,True,6,0,0,0,0,0.0,[],[],Ingénieur des travaux
OFFRE_002787_d974e76cde5d,True,6,2,0,2,2,0.0,[],"['finance durable', 'donner des conseils en finance']",DIRECTEUR D'EXPLOITATION
OFFRE_002788_f61437bd0ea6,True,6,6,0,6,6,0.0,[],"['procédures des services de comptabilité', 'règles de comptabilité', 'donner des conseils en finance', 'utiliser des systèmes de comptabilité', 'assurer des activités de comptabilité analytique', 'comptabilité']",Contrôleur comptable
OFFRE_002789_ec08486b579c,True,6,6,0,6,6,0.0,[],"['mettre en œuvre des stratégies de marketing', 'classer des documents commerciaux', 'planifier des campagnes de marketing sur les médias sociaux', 'gérer des risques commerciaux', ""techniques de marketing d'une marque"", 'stratégie de marketing de contenu']",COMMERCIAUX
OFFRE_002790_c71de8d66874,True,6,6,0,6,6,0.0,[],"['facteurs humains concernant la sécurité', 'former des agents de sécurité', 'principes de sécurité en équitation', 'mettre en place des protocoles de sécurité sur un site', 'assurer la sécurité de machines', 'fixer des dispositifs de sécurité']",SECURITY OFFICER NO-2
OFFRE_002791_5cab2fc549b5,True,6,6,0,6,6,0.0,[],"['tenir à jour des bases de données logistiques', 'gérer la logistique de produits finis', 'gérer la logistique électronique de matériel de sonorisation', 'gérer la logistique multi-modale', 'logistique verte', 'gérer les systèmes de tarification de la logistique']",Field Support Officer
OFFRE_002792_d558badd2463,True,6,6,0,6,6,0.0,[],"['assurer la conformité à la réglementation sur les soins de santé', 'garantir la santé et la sécurité dans une opération de fabrication', 'aider les utilisateurs de soins de santé à être autonomes', 'système de santé', 'services de santé psychologique', 'évaluer les services de santé au sein d’une communauté']",PROTECTION OFFICER
OFFRE_002793_193e2c1d4398,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', ""évaluer les plans d'un projet"", 'rédiger un projet de brevet', 'approuver des rapports pour un projet artistique', 'gérer un système de management environnemental', 'consulter l’équipe au sujet d’un projet créatif']",CHEF DE SOUS BUREAU
OFFRE_002794_971ebfebc5b1,True,6,0,0,0,0,0.0,[],[],04 IP SUPPORT ENGINEERS
OFFRE_002795_7509b8e4053a,True,6,6,1,5,5,0.16666666666666666,['droit du transport aérien'],"['droit pharmaceutique', 'droit douanier', 'enseigner les sciences politiques', 'droit commercial', 'droit des obligations']",ICLA Assistant
OFFRE_002796_8744d591721e,True,6,6,0,6,6,0.0,[],"['détecter les questions émergentes dans le domaine humanitaire', 'gérer des programmes d’action humanitaire', 'apporter un soutien humanitaire aux économies locales', 'acteurs de l’aide humanitaire', 'gérer une aide humanitaire', 'donner des conseils en matière d’aide humanitaire']",WASH/SHELTER ASSISTANT
OFFRE_002797_c1b82d1a4ba0,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', 'gestion des pelouses', 'mettre en œuvre des systèmes de gestion de la qualité', ""superviser la gestion d'animaux"", 'surveiller la gestion d’une marque', 'gérer les aspects de la gestion de l’espace aérien']",MEAL Assistant
OFFRE_002798_cc8fee09a982,True,6,0,0,0,0,0.0,[],[],Human Resources Officer
OFFRE_002799_1190931844e7,True,6,2,0,2,2,0.0,[],"['finance durable', 'donner des conseils en finance']",Branch Operations Supervisors
OFFRE_002800_31024262bd31,True,6,6,0,6,6,0.0,[],"['procédures des services de comptabilité', 'règles de comptabilité', 'donner des conseils en finance', 'utiliser des systèmes de comptabilité', 'assurer des activités de comptabilité analytique', 'comptabilité']",Chefs D'agence / Branch Managers
OFFRE_002801_2d87f28fefde,True,6,6,0,6,6,0.0,[],"['diriger des opérateurs de matériel de haubanage', 'former des agents de sécurité', ""types d'agents de blanchiment"", 'superviser la sécurité d’ouvriers', 'superviser des ouvriers forestiers', 'former des ouvriers à l’utilisation d’équipements miniers']",Daily Cash Collectors / Collecteurs
OFFRE_002802_14ce6bcc7885,True,6,6,0,6,6,0.0,[],"['utiliser un système de communication complexe', 'entretenir des systèmes de communication interne', 'utiliser des dispositifs de communication', 'droit commercial', 'communication électronique', 'formuler des observations sur le style de communication des patients']",Customer Assistants / Assistants Clientèles
OFFRE_002803_724e3328cea5,True,6,6,0,6,6,0.0,[],"['utiliser un système de communication complexe', 'entretenir des systèmes de communication interne', 'utiliser des dispositifs de communication', 'droit commercial', 'communication électronique', 'formuler des observations sur le style de communication des patients']",Account Managers / Gestionnaires De Comptes
OFFRE_002804_e28839d2182e,True,6,0,0,0,0,0.0,[],[],Tellers / Caissiers
OFFRE_002805_464aab3d7743,True,6,6,0,6,6,0.0,[],"['détecter les questions émergentes dans le domaine humanitaire', 'gérer des programmes d’action humanitaire', 'apporter un soutien humanitaire aux économies locales', 'acteurs de l’aide humanitaire', 'gérer une aide humanitaire', 'donner des conseils en matière d’aide humanitaire']",MEAL Officer
OFFRE_002806_f0602d0d4743,True,6,6,0,6,6,0.0,[],"['assurer la conformité à la réglementation sur les soins de santé', 'garantir la santé et la sécurité dans une opération de fabrication', 'aider les utilisateurs de soins de santé à être autonomes', 'système de santé', 'services de santé psychologique', 'évaluer les services de santé au sein d’une communauté']",SUPERVISEURS De Districts
OFFRE_002807_0065849e09f0,True,6,6,0,6,6,0.0,[],"['utiliser un système de communication complexe', 'entretenir des systèmes de communication interne', 'utiliser des dispositifs de communication', 'vérifier les fonctions de communication d’une attraction', 'communication électronique', 'formuler des observations sur le style de communication des patients']",Assistant Safety Advisor
OFFRE_002808_b76503769519,True,6,6,0,6,6,0.0,[],"['assurer la conformité à la réglementation sur les soins de santé', 'garantir la santé et la sécurité dans une opération de fabrication', 'aider les utilisateurs de soins de santé à être autonomes', 'système de santé', 'services de santé psychologique', 'évaluer les services de santé au sein d’une communauté']","HEALTH OFFICER (Emergency), NO-2"
OFFRE_002809_f48c91304916,True,6,6,0,6,6,0.0,[],"['assurer la conformité à la réglementation sur les soins de santé', 'garantir la santé et la sécurité dans une opération de fabrication', 'aider les utilisateurs de soins de santé à être autonomes', 'système de santé', 'services de santé psychologique', 'évaluer les services de santé au sein d’une communauté']",SENIOR DISASTER PREPAREDNESS OFFICER
OFFRE_002810_93c8f2e174d3,True,6,6,0,6,6,0.0,[],"['assurer la conformité à la réglementation sur les soins de santé', 'garantir la santé et la sécurité dans une opération de fabrication', 'aider les utilisateurs de soins de santé à être autonomes', 'système de santé', 'services de santé psychologique', 'évaluer les services de santé au sein d’une communauté']",02 PSYCHOLOGISTS
OFFRE_002811_d27303653aa7,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', 'gestion des pelouses', 'mettre en œuvre des systèmes de gestion de la qualité', ""superviser la gestion d'animaux"", 'surveiller la gestion d’une marque', 'gérer les aspects de la gestion de l’espace aérien']",02 TECHNICAL ADVISORS
OFFRE_002812_ab91ac5bdc5b,True,6,6,0,6,6,0.0,[],"['assurer la conformité à la réglementation sur les soins de santé', 'garantir la santé et la sécurité dans une opération de fabrication', 'aider les utilisateurs de soins de santé à être autonomes', 'système de santé', 'services de santé psychologique', 'évaluer les services de santé au sein d’une communauté']",A NUTRITION & HEALTH PROGRAM MANAGER
OFFRE_002813_954c5f741e11,True,6,2,0,2,2,0.0,[],"['finance durable', 'donner des conseils en finance']",FINANCE INTERN FOR KUDU ZOMBO PROGRAM
OFFRE_002814_d2b66a61d269,True,6,6,0,6,6,0.0,[],"['détecter les questions émergentes dans le domaine humanitaire', 'gérer des programmes d’action humanitaire', 'apporter un soutien humanitaire aux économies locales', 'acteurs de l’aide humanitaire', 'gérer une aide humanitaire', 'donner des conseils en matière d’aide humanitaire']",HUMANITARIAN AFFAIRS ASSISTANT
OFFRE_002815_84059521d27f,True,6,6,0,6,6,0.0,[],"[""histoire de l'informatique"", 'matériel informatique', 'supprimer un virus informatique ou un logiciel malveillant d’un ordinateur', 'linguistique informatique', 'conseiller des clients sur des types de matériel informatique', 'avoir des connaissances en informatique']",TECHNICIENS EN TELECOMMUNICATION
OFFRE_002816_0ff46f7ad1f3,True,6,6,0,6,6,0.0,[],"[""histoire de l'informatique"", 'matériel informatique', 'supprimer un virus informatique ou un logiciel malveillant d’un ordinateur', 'linguistique informatique', 'conseiller des clients sur des types de matériel informatique', 'avoir des connaissances en informatique']",SPECIALISTES EN INFORMATIQUE (Réseau Et Sécurité)
OFFRE_002817_f346a7f1f764,True,6,6,0,6,6,0.0,[],"['procédures des services de comptabilité', 'règles de comptabilité', 'donner des conseils en finance', 'utiliser des systèmes de comptabilité', 'assurer des activités de comptabilité analytique', 'comptabilité']",Junior Accountant
OFFRE_002818_8a131126b6c4,True,6,1,0,1,1,0.0,[],['promouvoir la conscience sociale'],16 COMMUNITY MOBILIZERS / COUNSELORS
OFFRE_002819_c142fdd986f1,True,6,6,6,0,0,1.0,"['coordonner le transport', 'véhicules de transport pour chevaux', 'droit du transport aérien', 'fixer des objectifs de transport', 'respecter le planning de travail dans les transports', 'gérer le transport de fonds']",[],DRIVER
OFFRE_002820_a9eb41b8035b,True,6,6,0,6,6,0.0,[],"['assumer la responsabilité de préserver la sécurité de l’environnement d’un navire', 'créer des environnements en 3D', 'promouvoir un environnement de remise en forme sain', 'législation environnementale', 'entretenir un environnement d’entraînement', 'organiser un environnement sportif']",Landscape Advisor
OFFRE_002821_83009ab479d7,True,6,3,0,3,3,0.0,[],"['finance durable', 'gérer la logistique multi-modale', 'donner des conseils en finance']",Multi-Purpose Cash Assistance
OFFRE_002822_d1ab482a72bc,True,6,0,0,0,0,0.0,[],[],Civil Engineer PPRD SW
OFFRE_002823_a2e890c63825,True,6,6,0,6,6,0.0,[],"['détecter les questions émergentes dans le domaine humanitaire', 'gérer des programmes d’action humanitaire', 'apporter un soutien humanitaire aux économies locales', 'acteurs de l’aide humanitaire', 'gérer une aide humanitaire', 'donner des conseils en matière d’aide humanitaire']",Education Cluster Information Management Officer
OFFRE_002824_a28617293e17,True,6,0,0,0,0,0.0,[],[],Enumerators
OFFRE_002825_c987ecf24b8d,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', 'gestion des pelouses', 'mettre en œuvre des systèmes de gestion de la qualité', ""superviser la gestion d'animaux"", 'surveiller la gestion d’une marque', 'gérer les aspects de la gestion de l’espace aérien']",Program Quality Coordinator
OFFRE_002826_59c78db4fcdd,True,6,6,0,6,6,0.0,[],"['gestion des pelouses', 'aider les utilisateurs de soins de santé à être autonomes', 'mettre en œuvre des systèmes de gestion de la qualité', ""superviser la gestion d'animaux"", 'système de santé', 'surveiller la gestion d’une marque']","Wash Cluster Officer, (NO-2)"
OFFRE_002827_5f177d5cf1a2,True,6,6,0,6,6,0.0,[],"['détecter les questions émergentes dans le domaine humanitaire', 'gérer des programmes d’action humanitaire', 'apporter un soutien humanitaire aux économies locales', 'acteurs de l’aide humanitaire', 'gérer une aide humanitaire', 'donner des conseils en matière d’aide humanitaire']",HUMANITARIAN ACCESS AND SECURITY MANAGER M/F
OFFRE_002828_f1fcf34c7f92,True,6,6,0,6,6,0.0,[],"['gérer la logistique électronique de matériel de sonorisation', 'gérer la logistique multi-modale', 'gérer l’administration des prêts', 'gérer l’administration du personnel', 'gérer les systèmes de tarification de la logistique', ""s'occuper de l'administration""]",Procurement Assistant
OFFRE_002829_8d63e1a54508,True,6,6,0,6,6,0.0,[],"['principes de gestion de projet', ""évaluer les plans d'un projet"", 'gérer l’administration des prêts', 'rédiger un projet de brevet', 'approuver des rapports pour un projet artistique', 'consulter l’équipe au sujet d’un projet créatif']",Project Manager
OFFRE_002830_521ff75ecc98,True,6,0,0,0,0,0.0,[],[],"Programme Associate, G-6"
OFFRE_002831_bd8eebd24ade,True,6,6,1,5,5,0.16666666666666666,['droit du transport aérien'],"['utiliser un système de communication complexe', 'droit pharmaceutique', 'gérer l’administration des prêts', 'utiliser des dispositifs de communication', 'formuler des observations sur le style de communication des patients']","Chief Field Office, (P4)"
OFFRE_002832_c34a88583dbc,True,6,2,0,2,2,0.0,[],"['banque d’investissement', 'préserver la réputation d’une banque']",Gestionnaire De Comptes
