query_id,family,contrast_type,pseudo_label_accept,question,answer,faithfulness,evidence_coverage,unsupported_terms
competence_001,competence_offres,shuffled_context,0,Quelles offres demandent la competence assurer la liaison avec les membres du conseil d’administration ?,"La competence assurer la liaison avec les membres du conseil d’administration est reliee a 699 offres dans Neo4j. Les offres recuperees incluent : 02 ASSISTANTS(ES) COMPTABLES, ASSISTANT ADMINISTRATIF H/F, Assistante de Direction, SECRETAIRE COMPTABLE, CHARGE DE LA PLANIFICATION.",0.1905,0.1818,"[""administratif"", ""administration"", ""assistant"", ""assistante"", ""charge"", ""comptable"", ""comptables"", ""conseil"", ""direction"", ""incluent"", ""liaison"", ""membres"", ""neo4j"", ""planification"", ""recuperees""]"
competence_002,competence_offres,true_context,1,Quelles offres demandent la competence réaliser des activités de service après-vente ?,"La competence réaliser des activités de service après-vente est reliee a 662 offres dans Neo4j. Les offres recuperees incluent : VENDEURS / MERCHANDISEURS, 02 COMMERCIAUX H/F Cosmétiques, Chargé de Marketing Digital, AGENTS DE VENTE DIRECTE (AVD), Vendeur(ses) Expérimenté(es).",0.8182,0.7826,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_002,competence_offres,shuffled_context,0,Quelles offres demandent la competence réaliser des activités de service après-vente ?,"La competence réaliser des activités de service après-vente est reliee a 662 offres dans Neo4j. Les offres recuperees incluent : VENDEURS / MERCHANDISEURS, 02 COMMERCIAUX H/F Cosmétiques, Chargé de Marketing Digital, AGENTS DE VENTE DIRECTE (AVD), Vendeur(ses) Expérimenté(es).",0.1364,0.12,"[""activités"", ""agents"", ""après-vente"", ""commerciaux"", ""cosmétiques"", ""digital"", ""directe"", ""expérimenté"", ""incluent"", ""marketing"", ""merchandiseurs"", ""neo4j"", ""recuperees"", ""reliee"", ""réaliser""]"
competence_003,competence_offres,true_context,1,Quelles offres demandent la competence assurer la distribution d'électricité ?,"La competence assurer la distribution d'électricité est reliee a 649 offres dans Neo4j. Les offres recuperees incluent : Plusieurs Postes, 02 ASSISTANTS EXAMINATEUR BREVETS, TECHNICIEN( NE) SPECIALISE(E), INGÉNIEUR ÉLECTRIQUE, REGIONAL SITE SUPERVISOR.",0.8095,0.7727,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_003,competence_offres,shuffled_context,0,Quelles offres demandent la competence assurer la distribution d'électricité ?,"La competence assurer la distribution d'électricité est reliee a 649 offres dans Neo4j. Les offres recuperees incluent : Plusieurs Postes, 02 ASSISTANTS EXAMINATEUR BREVETS, TECHNICIEN( NE) SPECIALISE(E), INGÉNIEUR ÉLECTRIQUE, REGIONAL SITE SUPERVISOR.",0.0,0.0,"[""assistants"", ""assurer"", ""brevets"", ""competence"", ""d'électricité"", ""distribution"", ""examinateur"", ""incluent"", ""ingénieur"", ""neo4j"", ""offres"", ""plusieurs"", ""postes"", ""recuperees"", ""regional""]"
competence_004,competence_offres,true_context,1,Quelles offres demandent la competence histoire de l'informatique ?,"La competence histoire de l'informatique est reliee a 642 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, Commercial, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE.",0.7895,0.75,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_004,competence_offres,shuffled_context,0,Quelles offres demandent la competence histoire de l'informatique ?,"La competence histoire de l'informatique est reliee a 642 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, Commercial, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE.",0.1053,0.0909,"[""chargé"", ""commercial"", ""développeur"", ""histoire"", ""incluent"", ""l'informatique"", ""lecturers"", ""multiple"", ""neo4j"", ""openings"", ""part-time"", ""projets"", ""recuperees"", ""reliee"", ""stagiaire""]"
competence_005,competence_offres,true_context,1,Quelles offres demandent la competence planifier des campagnes de marketing sur les médias sociaux ?,"La competence planifier des campagnes de marketing sur les médias sociaux est reliee a 626 offres dans Neo4j. Les offres recuperees incluent : Gestionnaire Relation Client, RESPONSABLE MARKETING ET COMMUNICATION, Téléconseiller, Responsable marketing et communication digitale, SALES & MARKETING INTERN.",0.8,0.7619,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_005,competence_offres,shuffled_context,0,Quelles offres demandent la competence planifier des campagnes de marketing sur les médias sociaux ?,"La competence planifier des campagnes de marketing sur les médias sociaux est reliee a 626 offres dans Neo4j. Les offres recuperees incluent : Gestionnaire Relation Client, RESPONSABLE MARKETING ET COMMUNICATION, Téléconseiller, Responsable marketing et communication digitale, SALES & MARKETING INTERN.",0.1,0.0952,"[""campagnes"", ""client"", ""communication"", ""digitale"", ""gestionnaire"", ""incluent"", ""intern"", ""marketing"", ""médias"", ""neo4j"", ""planifier"", ""recuperees"", ""relation"", ""reliee"", ""responsable""]"
competence_006,competence_offres,true_context,1,Quelles offres demandent la competence coordonner la vente de gibier ?,"La competence coordonner la vente de gibier est reliee a 614 offres dans Neo4j. Les offres recuperees incluent : VENDEURS / MERCHANDISEURS, 02 COMMERCIAUX H/F Cosmétiques, AGENTS DE VENTE DIRECTE (AVD), Vendeur(ses) Expérimenté(es), DIRECTEUR Commercial et de l’Exploitation(DCE).",0.8,0.7619,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_006,competence_offres,shuffled_context,0,Quelles offres demandent la competence coordonner la vente de gibier ?,"La competence coordonner la vente de gibier est reliee a 614 offres dans Neo4j. Les offres recuperees incluent : VENDEURS / MERCHANDISEURS, 02 COMMERCIAUX H/F Cosmétiques, AGENTS DE VENTE DIRECTE (AVD), Vendeur(ses) Expérimenté(es), DIRECTEUR Commercial et de l’Exploitation(DCE).",0.0,0.0,"[""agents"", ""commercial"", ""commerciaux"", ""competence"", ""coordonner"", ""cosmétiques"", ""directe"", ""directeur"", ""exploitation"", ""expérimenté"", ""gibier"", ""incluent"", ""merchandiseurs"", ""neo4j"", ""offres""]"
competence_007,competence_offres,true_context,1,Quelles offres demandent la competence vente de produits médicaux ?,"La competence vente de produits médicaux est reliee a 609 offres dans Neo4j. Les offres recuperees incluent : VENDEURS / MERCHANDISEURS, 02 COMMERCIAUX H/F Cosmétiques, AGENTS DE VENTE DIRECTE (AVD), Vendeur(ses) Expérimenté(es), DIRECTEUR Commercial et de l’Exploitation(DCE).",0.8,0.7619,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_007,competence_offres,shuffled_context,0,Quelles offres demandent la competence vente de produits médicaux ?,"La competence vente de produits médicaux est reliee a 609 offres dans Neo4j. Les offres recuperees incluent : VENDEURS / MERCHANDISEURS, 02 COMMERCIAUX H/F Cosmétiques, AGENTS DE VENTE DIRECTE (AVD), Vendeur(ses) Expérimenté(es), DIRECTEUR Commercial et de l’Exploitation(DCE).",0.05,0.0263,"[""agents"", ""commercial"", ""commerciaux"", ""competence"", ""cosmétiques"", ""directe"", ""directeur"", ""exploitation"", ""expérimenté"", ""incluent"", ""merchandiseurs"", ""médicaux"", ""neo4j"", ""offres"", ""recuperees""]"
competence_008,competence_offres,true_context,1,Quelles offres demandent la competence utiliser des systèmes de distribution par radio pour des taxis ?,"La competence utiliser des systèmes de distribution par radio pour des taxis est reliee a 602 offres dans Neo4j. Les offres recuperees incluent : COMMERCIAUX, Commercial, distributeur, Livreur à Domicile, Vendeur de Luxe H/F.",0.7778,0.7368,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_008,competence_offres,shuffled_context,0,Quelles offres demandent la competence utiliser des systèmes de distribution par radio pour des taxis ?,"La competence utiliser des systèmes de distribution par radio pour des taxis est reliee a 602 offres dans Neo4j. Les offres recuperees incluent : COMMERCIAUX, Commercial, distributeur, Livreur à Domicile, Vendeur de Luxe H/F.",0.1111,0.0952,"[""commercial"", ""commerciaux"", ""distributeur"", ""distribution"", ""domicile"", ""incluent"", ""livreur"", ""luxe"", ""neo4j"", ""radio"", ""recuperees"", ""reliee"", ""systèmes"", ""taxis"", ""utiliser""]"
competence_009,competence_offres,true_context,1,Quelles offres demandent la competence procédures des services de vente ?,"La competence procédures des services de vente est reliee a 594 offres dans Neo4j. Les offres recuperees incluent : VENDEURS / MERCHANDISEURS, 02 COMMERCIAUX H/F Cosmétiques, AGENTS DE VENTE DIRECTE (AVD), Vendeur(ses) Expérimenté(es), DIRECTEUR Commercial et de l’Exploitation(DCE).",0.8,0.7619,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_009,competence_offres,shuffled_context,0,Quelles offres demandent la competence procédures des services de vente ?,"La competence procédures des services de vente est reliee a 594 offres dans Neo4j. Les offres recuperees incluent : VENDEURS / MERCHANDISEURS, 02 COMMERCIAUX H/F Cosmétiques, AGENTS DE VENTE DIRECTE (AVD), Vendeur(ses) Expérimenté(es), DIRECTEUR Commercial et de l’Exploitation(DCE).",0.0,0.0,"[""agents"", ""commercial"", ""commerciaux"", ""competence"", ""cosmétiques"", ""directe"", ""directeur"", ""exploitation"", ""expérimenté"", ""incluent"", ""merchandiseurs"", ""neo4j"", ""offres"", ""procédures"", ""recuperees""]"
competence_010,competence_offres,true_context,1,Quelles offres demandent la competence gérer les canaux de distribution ?,"La competence gérer les canaux de distribution est reliee a 591 offres dans Neo4j. Les offres recuperees incluent : COMMERCIAUX, Commercial, distributeur, Livreur à Domicile, Vendeur de Luxe H/F.",0.75,0.7059,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_010,competence_offres,shuffled_context,0,Quelles offres demandent la competence gérer les canaux de distribution ?,"La competence gérer les canaux de distribution est reliee a 591 offres dans Neo4j. Les offres recuperees incluent : COMMERCIAUX, Commercial, distributeur, Livreur à Domicile, Vendeur de Luxe H/F.",0.125,0.1053,"[""canaux"", ""commercial"", ""commerciaux"", ""distributeur"", ""distribution"", ""domicile"", ""gérer"", ""incluent"", ""livreur"", ""luxe"", ""neo4j"", ""recuperees"", ""reliee"", ""vendeur""]"
competence_011,competence_offres,true_context,1,Quelles offres demandent la competence diriger des opérations de distribution ?,"La competence diriger des opérations de distribution est reliee a 586 offres dans Neo4j. Les offres recuperees incluent : COMMERCIAUX, Commercial, distributeur, Livreur à Domicile, Vendeur de Luxe H/F.",0.75,0.7059,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_011,competence_offres,shuffled_context,0,Quelles offres demandent la competence diriger des opérations de distribution ?,"La competence diriger des opérations de distribution est reliee a 586 offres dans Neo4j. Les offres recuperees incluent : COMMERCIAUX, Commercial, distributeur, Livreur à Domicile, Vendeur de Luxe H/F.",0.0,0.0,"[""commercial"", ""commerciaux"", ""competence"", ""diriger"", ""distributeur"", ""distribution"", ""domicile"", ""incluent"", ""livreur"", ""luxe"", ""neo4j"", ""offres"", ""opérations"", ""recuperees"", ""reliee""]"
competence_012,competence_offres,true_context,1,Quelles offres demandent la competence assurer la conformité des activités de distribution ?,"La competence assurer la conformité des activités de distribution est reliee a 574 offres dans Neo4j. Les offres recuperees incluent : COMMERCIAUX, Commercial, distributeur, Livreur à Domicile, Vendeur de Luxe H/F.",0.7647,0.7222,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_012,competence_offres,shuffled_context,0,Quelles offres demandent la competence assurer la conformité des activités de distribution ?,"La competence assurer la conformité des activités de distribution est reliee a 574 offres dans Neo4j. Les offres recuperees incluent : COMMERCIAUX, Commercial, distributeur, Livreur à Domicile, Vendeur de Luxe H/F.",0.0,0.0,"[""activités"", ""assurer"", ""commercial"", ""commerciaux"", ""competence"", ""conformité"", ""distributeur"", ""distribution"", ""domicile"", ""incluent"", ""livreur"", ""luxe"", ""neo4j"", ""offres"", ""recuperees""]"
competence_013,competence_offres,true_context,1,Quelles offres demandent la competence droit du transport aérien ?,"La competence droit du transport aérien est reliee a 573 offres dans Neo4j. Les offres recuperees incluent : Commercial, 03 DRIVERS , SAFECARE Project, Gestionnaire Sinistre H/F, CARISTE, Gestionnaires de Projets Experimentés.",0.7895,0.75,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_013,competence_offres,shuffled_context,0,Quelles offres demandent la competence droit du transport aérien ?,"La competence droit du transport aérien est reliee a 573 offres dans Neo4j. Les offres recuperees incluent : Commercial, 03 DRIVERS , SAFECARE Project, Gestionnaire Sinistre H/F, CARISTE, Gestionnaires de Projets Experimentés.",0.0,0.0,"[""aérien"", ""cariste"", ""commercial"", ""competence"", ""drivers"", ""droit"", ""experimentés"", ""gestionnaire"", ""gestionnaires"", ""incluent"", ""neo4j"", ""offres"", ""project"", ""projets"", ""recuperees""]"
competence_014,competence_offres,true_context,1,Quelles offres demandent la competence matériel informatique ?,"La competence matériel informatique est reliee a 573 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE, Développeur Frontend REACT.",0.8,0.7619,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_014,competence_offres,shuffled_context,0,Quelles offres demandent la competence matériel informatique ?,"La competence matériel informatique est reliee a 573 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE, Développeur Frontend REACT.",0.0,0.0,"[""chargé"", ""competence"", ""développeur"", ""frontend"", ""incluent"", ""informatique"", ""lecturers"", ""matériel"", ""multiple"", ""neo4j"", ""offres"", ""openings"", ""part-time"", ""projets"", ""react""]"
competence_015,competence_offres,true_context,1,Quelles offres demandent la competence conseiller des clients sur des types de matériel informatique ?,"La competence conseiller des clients sur des types de matériel informatique est reliee a 556 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE, Développeur Frontend REACT.",0.8261,0.7917,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_015,competence_offres,shuffled_context,0,Quelles offres demandent la competence conseiller des clients sur des types de matériel informatique ?,"La competence conseiller des clients sur des types de matériel informatique est reliee a 556 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE, Développeur Frontend REACT.",0.087,0.1176,"[""chargé"", ""clients"", ""conseiller"", ""développeur"", ""frontend"", ""incluent"", ""informatique"", ""lecturers"", ""matériel"", ""multiple"", ""neo4j"", ""openings"", ""part-time"", ""projets"", ""react""]"
competence_016,competence_offres,true_context,1,Quelles offres demandent la competence gérer l’administration des prêts ?,"La competence gérer l’administration des prêts est reliee a 555 offres dans Neo4j. Les offres recuperees incluent : EXECUTIVE CHEF, Directeur commercial, Chargée de Communication et des Relations Publiques, 02 ASSISTANTS(ES) COMPTABLES, ASSISTANT ADMINISTRATIF H/F.",0.8095,0.7727,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_016,competence_offres,shuffled_context,0,Quelles offres demandent la competence gérer l’administration des prêts ?,"La competence gérer l’administration des prêts est reliee a 555 offres dans Neo4j. Les offres recuperees incluent : EXECUTIVE CHEF, Directeur commercial, Chargée de Communication et des Relations Publiques, 02 ASSISTANTS(ES) COMPTABLES, ASSISTANT ADMINISTRATIF H/F.",0.0476,0.0303,"[""administratif"", ""administration"", ""assistant"", ""assistants"", ""chargée"", ""chef"", ""commercial"", ""communication"", ""competence"", ""comptables"", ""directeur"", ""executive"", ""incluent"", ""neo4j"", ""offres""]"
competence_017,competence_offres,true_context,1,Quelles offres demandent la competence supprimer un virus informatique ou un logiciel malveillant d’un ordinateur ?,"La competence supprimer un virus informatique ou un logiciel malveillant d’un ordinateur est reliee a 546 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE, Développeur Frontend REACT.",0.8333,0.8,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_017,competence_offres,shuffled_context,0,Quelles offres demandent la competence supprimer un virus informatique ou un logiciel malveillant d’un ordinateur ?,"La competence supprimer un virus informatique ou un logiciel malveillant d’un ordinateur est reliee a 546 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE, Développeur Frontend REACT.",0.0,0.0,"[""chargé"", ""competence"", ""développeur"", ""frontend"", ""incluent"", ""informatique"", ""lecturers"", ""logiciel"", ""malveillant"", ""multiple"", ""neo4j"", ""offres"", ""openings"", ""ordinateur"", ""part-time""]"
competence_018,competence_offres,true_context,1,Quelles offres demandent la competence se mettre en relation avec des responsables de l’assurance qualité ?,"La competence se mettre en relation avec des responsables de l’assurance qualité est reliee a 545 offres dans Neo4j. Les offres recuperees incluent : 2 PRODUTEURS Ou PRODUCTRICES En Assurance Automobile, Des Conseillers Clientèles en Assurance, CHEF D'UNITE EN ASSURANCES VIE, Téléconseiller (e), Bancassureurs.",0.8095,0.7727,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_018,competence_offres,shuffled_context,0,Quelles offres demandent la competence se mettre en relation avec des responsables de l’assurance qualité ?,"La competence se mettre en relation avec des responsables de l’assurance qualité est reliee a 545 offres dans Neo4j. Les offres recuperees incluent : 2 PRODUTEURS Ou PRODUCTRICES En Assurance Automobile, Des Conseillers Clientèles en Assurance, CHEF D'UNITE EN ASSURANCES VIE, Téléconseiller (e), Bancassureurs.",0.0,0.0,"[""assurance"", ""assurances"", ""automobile"", ""bancassureurs"", ""chef"", ""clientèles"", ""competence"", ""conseillers"", ""d'unite"", ""incluent"", ""mettre"", ""neo4j"", ""offres"", ""productrices"", ""produteurs""]"
competence_019,competence_offres,true_context,1,Quelles offres demandent la competence utiliser des dispositifs de communication ?,"La competence utiliser des dispositifs de communication est reliee a 544 offres dans Neo4j. Les offres recuperees incluent : Consultant(e) en Communication, Téléconseiller, Responsable marketing et communication digitale, Designer Graphique, Chargé de la clientèle.",0.7778,0.7368,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_019,competence_offres,shuffled_context,0,Quelles offres demandent la competence utiliser des dispositifs de communication ?,"La competence utiliser des dispositifs de communication est reliee a 544 offres dans Neo4j. Les offres recuperees incluent : Consultant(e) en Communication, Téléconseiller, Responsable marketing et communication digitale, Designer Graphique, Chargé de la clientèle.",0.1667,0.1429,"[""clientèle"", ""communication"", ""consultant"", ""designer"", ""digitale"", ""dispositifs"", ""graphique"", ""incluent"", ""marketing"", ""neo4j"", ""recuperees"", ""reliee"", ""responsable"", ""téléconseiller"", ""utiliser""]"
competence_020,competence_offres,true_context,1,Quelles offres demandent la competence vendre des produits d’assurance ?,"La competence vendre des produits d’assurance est reliee a 541 offres dans Neo4j. Les offres recuperees incluent : 2 PRODUTEURS Ou PRODUCTRICES En Assurance Automobile, Gestionnaire Sinistre H/F, Des Conseillers Clientèles en Assurance, CHEF D'UNITE EN ASSURANCES VIE, RESPONSABLE MARKETING.",0.8095,0.7727,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_020,competence_offres,shuffled_context,0,Quelles offres demandent la competence vendre des produits d’assurance ?,"La competence vendre des produits d’assurance est reliee a 541 offres dans Neo4j. Les offres recuperees incluent : 2 PRODUTEURS Ou PRODUCTRICES En Assurance Automobile, Gestionnaire Sinistre H/F, Des Conseillers Clientèles en Assurance, CHEF D'UNITE EN ASSURANCES VIE, RESPONSABLE MARKETING.",0.0,0.0,"[""assurance"", ""assurances"", ""automobile"", ""chef"", ""clientèles"", ""competence"", ""conseillers"", ""d'unite"", ""gestionnaire"", ""incluent"", ""marketing"", ""neo4j"", ""offres"", ""productrices"", ""produits""]"
competence_021,competence_offres,true_context,1,Quelles offres demandent la competence gérer la distribution de matériel de promotion sur des lieux de destination ?,"La competence gérer la distribution de matériel de promotion sur des lieux de destination est reliee a 536 offres dans Neo4j. Les offres recuperees incluent : distributeur, Livreur à Domicile, Vendeur de Luxe H/F, Vendeur H/F, Gestionnaire de Stock - Douala - Cameroun.",0.8095,0.7727,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_021,competence_offres,shuffled_context,0,Quelles offres demandent la competence gérer la distribution de matériel de promotion sur des lieux de destination ?,"La competence gérer la distribution de matériel de promotion sur des lieux de destination est reliee a 536 offres dans Neo4j. Les offres recuperees incluent : distributeur, Livreur à Domicile, Vendeur de Luxe H/F, Vendeur H/F, Gestionnaire de Stock - Douala - Cameroun.",0.381,0.4706,"[""cameroun"", ""destination"", ""douala"", ""gestionnaire"", ""gérer"", ""incluent"", ""lieux"", ""matériel"", ""neo4j"", ""promotion"", ""recuperees"", ""reliee"", ""stock""]"
competence_022,competence_offres,true_context,1,Quelles offres demandent la competence procédures d’assurance qualité ?,"La competence procédures d’assurance qualité est reliee a 534 offres dans Neo4j. Les offres recuperees incluent : 2 PRODUTEURS Ou PRODUCTRICES En Assurance Automobile, Des Conseillers Clientèles en Assurance, CHEF D'UNITE EN ASSURANCES VIE, Téléconseiller (e), Bancassureurs.",0.7895,0.75,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_022,competence_offres,shuffled_context,0,Quelles offres demandent la competence procédures d’assurance qualité ?,"La competence procédures d’assurance qualité est reliee a 534 offres dans Neo4j. Les offres recuperees incluent : 2 PRODUTEURS Ou PRODUCTRICES En Assurance Automobile, Des Conseillers Clientèles en Assurance, CHEF D'UNITE EN ASSURANCES VIE, Téléconseiller (e), Bancassureurs.",0.1053,0.1053,"[""assurance"", ""assurances"", ""automobile"", ""bancassureurs"", ""chef"", ""clientèles"", ""conseillers"", ""d'unite"", ""incluent"", ""neo4j"", ""procédures"", ""productrices"", ""produteurs"", ""qualité"", ""recuperees""]"
competence_023,competence_offres,true_context,1,Quelles offres demandent la competence principes de l'assurance ?,"La competence principes de l'assurance est reliee a 530 offres dans Neo4j. Les offres recuperees incluent : 2 PRODUTEURS Ou PRODUCTRICES En Assurance Automobile, Gestionnaire Sinistre H/F, Des Conseillers Clientèles en Assurance, CHEF D'UNITE EN ASSURANCES VIE, Téléconseiller (e).",0.8,0.7619,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_023,competence_offres,shuffled_context,0,Quelles offres demandent la competence principes de l'assurance ?,"La competence principes de l'assurance est reliee a 530 offres dans Neo4j. Les offres recuperees incluent : 2 PRODUTEURS Ou PRODUCTRICES En Assurance Automobile, Gestionnaire Sinistre H/F, Des Conseillers Clientèles en Assurance, CHEF D'UNITE EN ASSURANCES VIE, Téléconseiller (e).",0.0,0.0,"[""assurance"", ""assurances"", ""automobile"", ""chef"", ""clientèles"", ""competence"", ""conseillers"", ""d'unite"", ""gestionnaire"", ""incluent"", ""l'assurance"", ""neo4j"", ""offres"", ""principes"", ""productrices""]"
competence_024,competence_offres,true_context,1,Quelles offres demandent la competence linguistique informatique ?,"La competence linguistique informatique est reliee a 525 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE, Développeur Frontend REACT.",0.8,0.7619,"[""incluent"", ""neo4j"", ""recuperees"", ""reliee""]"
competence_024,competence_offres,shuffled_context,0,Quelles offres demandent la competence linguistique informatique ?,"La competence linguistique informatique est reliee a 525 offres dans Neo4j. Les offres recuperees incluent : Part-Time LECTURERS (Multiple Openings), DÉVELOPPEUR WEB, CHARGÉ.E de PROJETS, STAGIAIRE SUPPORT TECHNIQUE, Développeur Frontend REACT.",0.0,0.0,"[""chargé"", ""competence"", ""développeur"", ""frontend"", ""incluent"", ""informatique"", ""lecturers"", ""linguistique"", ""multiple"", ""neo4j"", ""offres"", ""openings"", ""part-time"", ""projets"", ""react""]"
summary_coverage,coverage,true_context,1,Quelle est la couverture du graphe pour les offres et candidats ?,"Le graphe couvre 13 957 offres et 41 298 candidats. 10729 offres ont au moins une competence, soit 76.87%. 38841 candidats ont au moins une competence, soit 94.05%.",0.25,0.0769,"[""candidats"", ""competence"", ""couvre"", ""graphe"", ""offres"", ""soit""]"
summary_coverage,coverage,shuffled_context,0,Quelle est la couverture du graphe pour les offres et candidats ?,"Le graphe couvre 13 957 offres et 41 298 candidats. 10729 offres ont au moins une competence, soit 76.87%. 38841 candidats ont au moins une competence, soit 94.05%.",0.0,0.0,"[""10729"", ""38841"", ""candidats"", ""competence"", ""couvre"", ""graphe"", ""offres"", ""soit""]"
